,SSBS,SSB,MaxAbundance,TotalAbundance,RescaledAbundance,Sample_midpoint,Latitude,Longitude,Study_common_taxon,Predominant_land_use,Max_linear_extent_metres,geometry
24722,LH2_2014__Jackson 1 NF6 30,LH2_2014__Jackson 1 NF6,646.0,243.0,0.3761609907120743,2010-11-08,35.812423,-82.362726,Hymenoptera,Intermediate secondary vegetation,98.95,POINT (-82.362726 35.812423)
24720,LH2_2014__Jackson 1 NF6 28,LH2_2014__Jackson 1 NF6,646.0,314.0,0.48606811145510836,2010-11-08,35.812423,-82.362726,Hymenoptera,Intermediate secondary vegetation,98.95,POINT (-82.362726 35.812423)
24724,LH2_2014__Jackson 1 NF6 32,LH2_2014__Jackson 1 NF6,646.0,192.0,0.29721362229102166,2010-11-08,35.812423,-82.362726,Hymenoptera,Intermediate secondary vegetation,98.95,POINT (-82.362726 35.812423)
24721,LH2_2014__Jackson 1 NF6 29,LH2_2014__Jackson 1 NF6,646.0,125.0,0.19349845201238391,2010-11-08,35.812423,-82.362726,Hymenoptera,Intermediate secondary vegetation,98.95,POINT (-82.362726 35.812423)
24733,LH2_2014__Jackson 1 NF8 41,LH2_2014__Jackson 1 NF8,646.0,181.0,0.2801857585139319,2010-11-08,35.816093,-82.360027,Hymenoptera,Mature secondary vegetation,98.95,POINT (-82.360027 35.816093)
24734,LH2_2014__Jackson 1 NF8 42,LH2_2014__Jackson 1 NF8,646.0,402.0,0.6222910216718266,2010-11-08,35.816093,-82.360027,Hymenoptera,Mature secondary vegetation,98.95,POINT (-82.360027 35.816093)
24731,LH2_2014__Jackson 1 NF8 39,LH2_2014__Jackson 1 NF8,646.0,316.0,0.4891640866873065,2010-11-08,35.816093,-82.360027,Hymenoptera,Mature secondary vegetation,98.95,POINT (-82.360027 35.816093)
24732,LH2_2014__Jackson 1 NF8 40,LH2_2014__Jackson 1 NF8,646.0,392.0,0.6068111455108359,2010-11-08,35.816093,-82.360027,Hymenoptera,Mature secondary vegetation,98.95,POINT (-82.360027 35.816093)
24698,LH2_2014__Jackson 1 MH13 6,LH2_2014__Jackson 1 MH13,646.0,332.0,0.5139318885448917,2010-11-08,35.8255,-82.556398,Hymenoptera,Mature secondary vegetation,98.95,POINT (-82.556398 35.8255)
24700,LH2_2014__Jackson 1 MH13 8,LH2_2014__Jackson 1 MH13,646.0,505.0,0.781733746130031,2010-11-08,35.8255,-82.556398,Hymenoptera,Mature secondary vegetation,98.95,POINT (-82.556398 35.8255)
24699,LH2_2014__Jackson 1 MH13 7,LH2_2014__Jackson 1 MH13,646.0,233.0,0.3606811145510836,2010-11-08,35.8255,-82.556398,Hymenoptera,Mature secondary vegetation,98.95,POINT (-82.556398 35.8255)
24701,LH2_2014__Jackson 1 MH13 9,LH2_2014__Jackson 1 MH13,646.0,255.0,0.39473684210526316,2010-11-08,35.8255,-82.556398,Hymenoptera,Mature secondary vegetation,98.95,POINT (-82.556398 35.8255)
24702,LH2_2014__Jackson 1 MH14 10,LH2_2014__Jackson 1 MH14,646.0,261.0,0.4040247678018576,2010-11-08,35.826294,-82.559649,Hymenoptera,Intermediate secondary vegetation,98.95,POINT (-82.559649 35.826294)
24703,LH2_2014__Jackson 1 MH14 11,LH2_2014__Jackson 1 MH14,646.0,76.0,0.11764705882352941,2010-11-08,35.826294,-82.559649,Hymenoptera,Intermediate secondary vegetation,98.95,POINT (-82.559649 35.826294)
24705,LH2_2014__Jackson 1 MH14 13,LH2_2014__Jackson 1 MH14,646.0,93.0,0.14396284829721362,2010-11-08,35.826294,-82.559649,Hymenoptera,Intermediate secondary vegetation,98.95,POINT (-82.559649 35.826294)
24706,LH2_2014__Jackson 1 MH14 14,LH2_2014__Jackson 1 MH14,646.0,133.0,0.20588235294117646,2010-11-08,35.826294,-82.559649,Hymenoptera,Intermediate secondary vegetation,98.95,POINT (-82.559649 35.826294)
24704,LH2_2014__Jackson 1 MH14 12,LH2_2014__Jackson 1 MH14,646.0,131.0,0.20278637770897834,2010-11-08,35.826294,-82.559649,Hymenoptera,Intermediate secondary vegetation,98.95,POINT (-82.559649 35.826294)
2146,AD1_2011__Cameron 1  126,AD1_2011__Cameron 1 ,238.0,103.88888888888889,0.4365079365079365,2009-07-14,35.92276,-82.97717,Hymenoptera,Cannot decide,,POINT (-82.97717 35.92276)
2089,AD1_2011__Cameron 1  69,AD1_2011__Cameron 1 ,238.0,17.0,0.07142857142857142,2008-07-18,29.08681,-95.116798,Hymenoptera,Cannot decide,,POINT (-95.116798 29.08681)
2063,AD1_2011__Cameron 1  43,AD1_2011__Cameron 1 ,238.0,48.166666666666664,0.20238095238095238,2009-06-28,30.42013,-89.13692,Hymenoptera,Cannot decide,,POINT (-89.13692 30.42013)
2099,AD1_2011__Cameron 1  79,AD1_2011__Cameron 1 ,238.0,77.44444444444444,0.3253968253968254,2009-07-25,34.54717,-91.49578,Hymenoptera,Cannot decide,,POINT (-91.49578 34.54717)
2105,AD1_2011__Cameron 1  85,AD1_2011__Cameron 1 ,238.0,13.222222222222223,0.05555555555555556,2009-06-24,34.84627,-90.636,Hymenoptera,Cannot decide,,POINT (-90.636 34.84627)
2117,AD1_2011__Cameron 1  97,AD1_2011__Cameron 1 ,238.0,98.22222222222221,0.4126984126984127,2009-08-12,37.4471,-89.11745,Hymenoptera,Cannot decide,,POINT (-89.11745 37.4471)
2114,AD1_2011__Cameron 1  94,AD1_2011__Cameron 1 ,238.0,100.11111111111111,0.42063492063492064,2008-06-10,37.77345,-89.41856,Hymenoptera,Cannot decide,,POINT (-89.41856 37.77345)
2061,AD1_2011__Cameron 1  41,AD1_2011__Cameron 1 ,238.0,178.5,0.75,2008-08-28,37.77345,-89.41856,Hymenoptera,Cannot decide,,POINT (-89.41856 37.77345)
2189,AD1_2011__Cameron 1  169,AD1_2011__Cameron 1 ,238.0,110.49999999999999,0.46428571428571425,2009-06-09,38.46823,-90.81744,Hymenoptera,Cannot decide,,POINT (-90.81744 38.46823)
2197,AD1_2011__Cameron 1  177,AD1_2011__Cameron 1 ,238.0,78.07407407407408,0.328042328042328,2008-07-10,38.47112,-90.81139,Hymenoptera,Cannot decide,,POINT (-90.81139 38.47112)
2124,AD1_2011__Cameron 1  104,AD1_2011__Cameron 1 ,238.0,58.55555555555556,0.24603174603174605,2009-06-28,30.25479,-88.11223,Hymenoptera,Cannot decide,,POINT (-88.11223 30.25479)
2133,AD1_2011__Cameron 1  113,AD1_2011__Cameron 1 ,238.0,26.444444444444443,0.1111111111111111,2009-06-29,31.85426,-86.64129,Hymenoptera,Cannot decide,,POINT (-86.64129 31.85426)
2129,AD1_2011__Cameron 1  109,AD1_2011__Cameron 1 ,238.0,43.44444444444444,0.18253968253968253,2009-06-29,32.21282,-86.97015,Hymenoptera,Cannot decide,,POINT (-86.97015 32.21282)
2069,AD1_2011__Cameron 1  49,AD1_2011__Cameron 1 ,238.0,70.83333333333333,0.2976190476190476,2009-06-29,33.04519,-87.00591,Hymenoptera,Cannot decide,,POINT (-87.00591 33.04519)
2120,AD1_2011__Cameron 1  100,AD1_2011__Cameron 1 ,238.0,183.22222222222223,0.7698412698412699,2009-06-30,33.55438,-88.64165,Hymenoptera,Cannot decide,,POINT (-88.64165 33.55438)
2131,AD1_2011__Cameron 1  111,AD1_2011__Cameron 1 ,238.0,30.22222222222222,0.12698412698412698,2009-07-08,35.91622,-86.84485,Hymenoptera,Cannot decide,,POINT (-86.84485 35.91622)
2125,AD1_2011__Cameron 1  105,AD1_2011__Cameron 1 ,238.0,145.44444444444446,0.6111111111111112,2009-07-08,36.01198,-88.06058,Hymenoptera,Cannot decide,,POINT (-88.06058 36.01198)
2126,AD1_2011__Cameron 1  106,AD1_2011__Cameron 1 ,238.0,173.77777777777777,0.7301587301587301,2009-07-07,36.83592,-87.86253,Hymenoptera,Cannot decide,,POINT (-87.86253 36.83592)
2118,AD1_2011__Cameron 1  98,AD1_2011__Cameron 1 ,238.0,128.44444444444446,0.5396825396825398,2009-07-07,37.025278,-88.762222,Hymenoptera,Cannot decide,,POINT (-88.762222 37.025278)
24804,LH2_2015__Cusser 1  3,LH2_2015__Cusser 1 ,119.0,78.0,0.6554621848739496,2013-03-16,30.12359,-98.51672,Insecta,Cropland,80.0,POINT (-98.51672 30.12359)
24809,LH2_2015__Cusser 1  8,LH2_2015__Cusser 1 ,119.0,110.0,0.9243697478991597,2013-03-16,30.12616,-98.47985,Insecta,Cropland,80.0,POINT (-98.47985 30.12616)
24807,LH2_2015__Cusser 1  6,LH2_2015__Cusser 1 ,119.0,97.0,0.8151260504201681,2013-03-16,30.12943,-98.44592,Insecta,Cropland,80.0,POINT (-98.44592 30.12943)
24806,LH2_2015__Cusser 1  5,LH2_2015__Cusser 1 ,119.0,114.0,0.957983193277311,2013-03-16,30.13126,-98.46971,Insecta,Cropland,80.0,POINT (-98.46971 30.13126)
24802,LH2_2015__Cusser 1  1,LH2_2015__Cusser 1 ,119.0,62.0,0.5210084033613446,2013-03-16,30.13943,-98.54456,Insecta,Cropland,80.0,POINT (-98.54456 30.13943)
24810,LH2_2015__Cusser 1  9,LH2_2015__Cusser 1 ,119.0,107.0,0.8991596638655462,2013-03-16,30.14058,-98.38999,Insecta,Cropland,80.0,POINT (-98.38999 30.14058)
24803,LH2_2015__Cusser 1  2,LH2_2015__Cusser 1 ,119.0,57.0,0.4789915966386555,2013-03-16,30.15396,-98.41281,Insecta,Cropland,80.0,POINT (-98.41281 30.15396)
2039,AD1_2011__Cameron 1  19,AD1_2011__Cameron 1 ,238.0,68.0,0.2857142857142857,2008-07-14,30.18556,-97.870514,Hymenoptera,Cannot decide,,POINT (-97.870514 30.18556)
24805,LH2_2015__Cusser 1  4,LH2_2015__Cusser 1 ,119.0,119.0,1.0,2013-03-16,30.27446,-98.1991,Insecta,Cropland,80.0,POINT (-98.1991 30.27446)
2082,AD1_2011__Cameron 1  62,AD1_2011__Cameron 1 ,238.0,15.11111111111111,0.06349206349206349,2009-08-06,30.34797,-97.38469,Hymenoptera,Cannot decide,,POINT (-97.38469 30.34797)
310,AD1_2006__McFrederick 1  18,AD1_2006__McFrederick 1 ,183.0,56.0,0.30601092896174864,2003-05-31,37.618219,-122.461981,Bombus,Primary vegetation,100.0,POINT (-122.461981 37.618219)
330,AD1_2006__McFrederick 2  18,AD1_2006__McFrederick 2 ,238.0,99.0,0.41596638655462187,2004-05-01,37.618219,-122.461981,Bombus,Primary vegetation,100.0,POINT (-122.461981 37.618219)
27832,VB1_2006__Holway 2  35,VB1_2006__Holway 2 ,4208.0,126.0,0.02994296577946768,1998-06-11,32.673952,-117.021427,Formicidae,Urban,100.0,POINT (-117.021427 32.673952)
27837,VB1_2006__Holway 2  40,VB1_2006__Holway 2 ,4208.0,62.0,0.014733840304182509,1998-06-11,32.673952,-117.021427,Formicidae,Urban,100.0,POINT (-117.021427 32.673952)
27838,VB1_2006__Holway 2  41,VB1_2006__Holway 2 ,4208.0,106.0,0.025190114068441065,1998-06-11,32.673952,-117.021427,Formicidae,Urban,100.0,POINT (-117.021427 32.673952)
27840,VB1_2006__Holway 2  43,VB1_2006__Holway 2 ,4208.0,33.0,0.007842205323193916,1998-06-11,32.673952,-117.021427,Formicidae,Urban,100.0,POINT (-117.021427 32.673952)
27835,VB1_2006__Holway 2  38,VB1_2006__Holway 2 ,4208.0,196.0,0.04657794676806084,1998-06-11,32.673952,-117.021427,Formicidae,Urban,100.0,POINT (-117.021427 32.673952)
27831,VB1_2006__Holway 2  34,VB1_2006__Holway 2 ,4208.0,76.0,0.01806083650190114,1998-06-11,32.673952,-117.021427,Formicidae,Urban,100.0,POINT (-117.021427 32.673952)
27833,VB1_2006__Holway 2  36,VB1_2006__Holway 2 ,4208.0,162.0,0.03849809885931559,1998-06-11,32.673952,-117.021427,Formicidae,Urban,100.0,POINT (-117.021427 32.673952)
27836,VB1_2006__Holway 2  39,VB1_2006__Holway 2 ,4208.0,65.0,0.015446768060836502,1998-06-11,32.673952,-117.021427,Formicidae,Urban,100.0,POINT (-117.021427 32.673952)
27834,VB1_2006__Holway 2  37,VB1_2006__Holway 2 ,4208.0,26.0,0.006178707224334601,1998-06-11,32.673952,-117.021427,Formicidae,Urban,100.0,POINT (-117.021427 32.673952)
27839,VB1_2006__Holway 2  42,VB1_2006__Holway 2 ,4208.0,106.0,0.025190114068441065,1998-06-11,32.673952,-117.021427,Formicidae,Urban,100.0,POINT (-117.021427 32.673952)
27823,VB1_2006__Holway 2  26,VB1_2006__Holway 2 ,4208.0,145.0,0.03445817490494297,1998-06-08,32.814149,-117.238153,Formicidae,Urban,100.0,POINT (-117.238153 32.814149)
27824,VB1_2006__Holway 2  27,VB1_2006__Holway 2 ,4208.0,72.0,0.017110266159695818,1998-06-08,32.814149,-117.238153,Formicidae,Urban,100.0,POINT (-117.238153 32.814149)
27821,VB1_2006__Holway 2  24,VB1_2006__Holway 2 ,4208.0,138.0,0.03279467680608365,1997-12-21,32.814149,-117.238153,Formicidae,Urban,100.0,POINT (-117.238153 32.814149)
27822,VB1_2006__Holway 2  25,VB1_2006__Holway 2 ,4208.0,55.0,0.013070342205323195,1997-12-21,32.814149,-117.238153,Formicidae,Urban,100.0,POINT (-117.238153 32.814149)
27829,VB1_2006__Holway 2  32,VB1_2006__Holway 2 ,4208.0,57.0,0.013545627376425855,1998-01-20,32.8173,-117.184604,Formicidae,Urban,100.0,POINT (-117.184604 32.8173)
27830,VB1_2006__Holway 2  33,VB1_2006__Holway 2 ,4208.0,225.0,0.05346958174904943,1998-01-20,32.8173,-117.184604,Formicidae,Urban,100.0,POINT (-117.184604 32.8173)
27827,VB1_2006__Holway 2  30,VB1_2006__Holway 2 ,4208.0,1195.0,0.2839828897338403,1998-06-08,32.818829,-117.162046,Formicidae,Urban,100.0,POINT (-117.162046 32.818829)
27826,VB1_2006__Holway 2  29,VB1_2006__Holway 2 ,4208.0,599.0,0.14234790874524714,1997-12-21,32.818829,-117.162046,Formicidae,Urban,100.0,POINT (-117.162046 32.818829)
27825,VB1_2006__Holway 2  28,VB1_2006__Holway 2 ,4208.0,278.0,0.06606463878326996,1997-12-21,32.818829,-117.162046,Formicidae,Urban,100.0,POINT (-117.162046 32.818829)
27828,VB1_2006__Holway 2  31,VB1_2006__Holway 2 ,4208.0,317.0,0.07533269961977186,1998-06-08,32.818829,-117.162046,Formicidae,Urban,100.0,POINT (-117.162046 32.818829)
27799,VB1_2006__Holway 2  2,VB1_2006__Holway 2 ,4208.0,175.0,0.04158745247148289,1998-06-08,32.834788,-117.189368,Formicidae,Urban,100.0,POINT (-117.189368 32.834788)
27798,VB1_2006__Holway 2  1,VB1_2006__Holway 2 ,4208.0,25.0,0.00594106463878327,1998-01-20,32.834788,-117.189368,Formicidae,Urban,100.0,POINT (-117.189368 32.834788)
27843,VB1_2006__Holway 2  46,VB1_2006__Holway 2 ,4208.0,81.0,0.019249049429657796,1998-06-08,32.849258,-117.189427,Formicidae,Urban,100.0,POINT (-117.189427 32.849258)
27841,VB1_2006__Holway 2  44,VB1_2006__Holway 2 ,4208.0,90.0,0.02138783269961977,1998-02-23,32.849258,-117.189427,Formicidae,Urban,100.0,POINT (-117.189427 32.849258)
27844,VB1_2006__Holway 2  47,VB1_2006__Holway 2 ,4208.0,131.0,0.031131178707224334,1998-06-08,32.849258,-117.189427,Formicidae,Urban,100.0,POINT (-117.189427 32.849258)
27842,VB1_2006__Holway 2  45,VB1_2006__Holway 2 ,4208.0,18.0,0.0042775665399239545,1998-02-23,32.849258,-117.189427,Formicidae,Urban,100.0,POINT (-117.189427 32.849258)
27849,VB1_2006__Holway 2  52,VB1_2006__Holway 2 ,4208.0,133.0,0.031606463878326996,1998-06-08,32.879239,-117.239122,Formicidae,Urban,100.0,POINT (-117.239122 32.879239)
27846,VB1_2006__Holway 2  49,VB1_2006__Holway 2 ,4208.0,128.0,0.030418250950570342,1998-06-08,32.879239,-117.239122,Formicidae,Urban,100.0,POINT (-117.239122 32.879239)
27845,VB1_2006__Holway 2  48,VB1_2006__Holway 2 ,4208.0,152.0,0.03612167300380228,1998-06-08,32.879239,-117.239122,Formicidae,Urban,100.0,POINT (-117.239122 32.879239)
27848,VB1_2006__Holway 2  51,VB1_2006__Holway 2 ,4208.0,114.0,0.02709125475285171,1998-01-21,32.879239,-117.239122,Formicidae,Urban,100.0,POINT (-117.239122 32.879239)
27847,VB1_2006__Holway 2  50,VB1_2006__Holway 2 ,4208.0,36.0,0.008555133079847909,1998-01-21,32.879239,-117.239122,Formicidae,Urban,100.0,POINT (-117.239122 32.879239)
27806,VB1_2006__Holway 2  9,VB1_2006__Holway 2 ,4208.0,381.0,0.09054182509505704,1996-08-28,32.895889,-117.086748,Formicidae,Primary vegetation,100.0,POINT (-117.086748 32.895889)
27800,VB1_2006__Holway 2  3,VB1_2006__Holway 2 ,4208.0,63.0,0.01497148288973384,1996-08-28,32.895889,-117.086748,Formicidae,Primary vegetation,100.0,POINT (-117.086748 32.895889)
27805,VB1_2006__Holway 2  8,VB1_2006__Holway 2 ,4208.0,75.0,0.01782319391634981,1996-08-28,32.895889,-117.086748,Formicidae,Primary vegetation,100.0,POINT (-117.086748 32.895889)
27809,VB1_2006__Holway 2  12,VB1_2006__Holway 2 ,4208.0,322.0,0.07652091254752852,1996-08-28,32.895889,-117.086748,Formicidae,Primary vegetation,100.0,POINT (-117.086748 32.895889)
27802,VB1_2006__Holway 2  5,VB1_2006__Holway 2 ,4208.0,47.0,0.011169201520912548,1996-08-28,32.895889,-117.086748,Formicidae,Primary vegetation,100.0,POINT (-117.086748 32.895889)
27808,VB1_2006__Holway 2  11,VB1_2006__Holway 2 ,4208.0,174.0,0.04134980988593156,1996-04-30,32.895889,-117.086748,Formicidae,Primary vegetation,100.0,POINT (-117.086748 32.895889)
27812,VB1_2006__Holway 2  15,VB1_2006__Holway 2 ,4208.0,105.0,0.024952471482889736,1996-08-28,32.895889,-117.086748,Formicidae,Primary vegetation,100.0,POINT (-117.086748 32.895889)
27810,VB1_2006__Holway 2  13,VB1_2006__Holway 2 ,4208.0,76.0,0.01806083650190114,1996-08-28,32.895889,-117.086748,Formicidae,Primary vegetation,100.0,POINT (-117.086748 32.895889)
27811,VB1_2006__Holway 2  14,VB1_2006__Holway 2 ,4208.0,69.0,0.016397338403041826,1996-08-28,32.895889,-117.086748,Formicidae,Primary vegetation,100.0,POINT (-117.086748 32.895889)
2041,AD1_2011__Cameron 1  21,AD1_2011__Cameron 1 ,238.0,189.83333333333331,0.7976190476190476,2008-07-15,30.35093,-97.45035,Hymenoptera,Cannot decide,,POINT (-97.45035 30.35093)
24808,LH2_2015__Cusser 1  7,LH2_2015__Cusser 1 ,119.0,42.0,0.35294117647058826,2013-03-16,30.36328,-98.18276,Insecta,Cropland,80.0,POINT (-98.18276 30.36328)
2079,AD1_2011__Cameron 1  59,AD1_2011__Cameron 1 ,238.0,26.444444444444443,0.1111111111111111,2009-08-05,32.09948,-98.96429,Hymenoptera,Cannot decide,,POINT (-98.96429 32.09948)
2394,AD1_2011__Cameron 2  195,AD1_2011__Cameron 2 ,612.0,264.0,0.43137254901960786,2009-07-29,32.8288,-105.7651,Hymenoptera,Cannot decide,,POINT (-105.7651 32.8288)
2254,AD1_2011__Cameron 2  55,AD1_2011__Cameron 2 ,612.0,216.0,0.35294117647058826,2009-07-29,32.878,-105.7836,Hymenoptera,Cannot decide,,POINT (-105.7836 32.878)
2256,AD1_2011__Cameron 2  57,AD1_2011__Cameron 2 ,612.0,360.0,0.5882352941176471,2009-07-29,32.9229,-105.7577,Hymenoptera,Cannot decide,,POINT (-105.7577 32.9229)
2255,AD1_2011__Cameron 2  56,AD1_2011__Cameron 2 ,612.0,136.0,0.2222222222222222,2009-07-29,32.9883,-105.7304,Hymenoptera,Cannot decide,,POINT (-105.7304 32.9883)
2240,AD1_2011__Cameron 2  41,AD1_2011__Cameron 2 ,612.0,116.0,0.1895424836601307,2009-07-28,33.3994,-105.7895,Hymenoptera,Cannot decide,,POINT (-105.7895 33.3994)
2355,AD1_2011__Cameron 2  156,AD1_2011__Cameron 2 ,612.0,212.0,0.3464052287581699,2009-07-28,33.4605,-105.7636,Hymenoptera,Cannot decide,,POINT (-105.7636 33.4605)
2307,AD1_2011__Cameron 2  108,AD1_2011__Cameron 2 ,612.0,136.0,0.2222222222222222,2009-07-28,33.4609,-105.7356,Hymenoptera,Cannot decide,,POINT (-105.7356 33.4609)
2044,AD1_2011__Cameron 1  24,AD1_2011__Cameron 1 ,238.0,68.0,0.2857142857142857,2008-07-16,29.094994,-95.104178,Hymenoptera,Cannot decide,,POINT (-95.104178 29.094994)
2090,AD1_2011__Cameron 1  70,AD1_2011__Cameron 1 ,238.0,88.77777777777777,0.37301587301587297,2008-07-17,30.67105,-94.71843,Hymenoptera,Cannot decide,,POINT (-94.71843 30.67105)
2093,AD1_2011__Cameron 1  73,AD1_2011__Cameron 1 ,238.0,94.44444444444444,0.3968253968253968,2009-06-26,32.26892,-93.02177,Hymenoptera,Cannot decide,,POINT (-93.02177 32.26892)
2048,AD1_2011__Cameron 1  28,AD1_2011__Cameron 1 ,238.0,19.833333333333332,0.08333333333333333,2009-06-26,32.52578,-93.67943,Hymenoptera,Cannot decide,,POINT (-93.67943 32.52578)
2042,AD1_2011__Cameron 1  22,AD1_2011__Cameron 1 ,238.0,28.33333333333333,0.11904761904761903,2009-08-04,33.9987,-96.53535,Hymenoptera,Cannot decide,,POINT (-96.53535 33.9987)
2083,AD1_2011__Cameron 1  63,AD1_2011__Cameron 1 ,238.0,22.666666666666664,0.09523809523809523,2009-08-05,35.25402,-97.2653,Hymenoptera,Cannot decide,,POINT (-97.2653 35.25402)
2046,AD1_2011__Cameron 1  26,AD1_2011__Cameron 1 ,238.0,238.0,1.0,2008-07-13,35.8207,-94.15895,Hymenoptera,Cannot decide,,POINT (-94.15895 35.8207)
2091,AD1_2011__Cameron 1  71,AD1_2011__Cameron 1 ,238.0,103.88888888888889,0.4365079365079365,2008-07-13,36.10147,-94.43522,Hymenoptera,Cannot decide,,POINT (-94.43522 36.10147)
2047,AD1_2011__Cameron 1  27,AD1_2011__Cameron 1 ,238.0,87.83333333333333,0.369047619047619,2009-08-03,36.96193,-93.68428,Hymenoptera,Cannot decide,,POINT (-93.68428 36.96193)
2049,AD1_2011__Cameron 1  29,AD1_2011__Cameron 1 ,238.0,161.49999999999997,0.6785714285714285,2008-07-12,37.05655,-93.56777,Hymenoptera,Cannot decide,,POINT (-93.56777 37.05655)
18805,SH1_2004__Shochat 1  9,SH1_2004__Shochat 1 ,1455.0,151.0,0.10378006872852234,1999-09-30,33.471253,-111.614106,Arachnida,Primary vegetation,45.0,POINT (-111.614106 33.471253)
2229,AD1_2011__Cameron 2  30,AD1_2011__Cameron 2 ,612.0,102.3529411764706,0.16724336793540948,2008-08-22,33.69101,-109.2155,Hymenoptera,Cannot decide,,POINT (-109.2155 33.69101)
2359,AD1_2011__Cameron 2  160,AD1_2011__Cameron 2 ,612.0,104.0,0.16993464052287582,2009-07-30,33.8786,-107.5229,Hymenoptera,Cannot decide,,POINT (-107.5229 33.8786)
2324,AD1_2011__Cameron 2  125,AD1_2011__Cameron 2 ,612.0,76.0,0.12418300653594772,2009-07-27,34.666,-106.3549,Hymenoptera,Cannot decide,,POINT (-106.3549 34.666)
2243,AD1_2011__Cameron 2  44,AD1_2011__Cameron 2 ,612.0,216.0,0.35294117647058826,2009-07-27,34.7689,-106.3285,Hymenoptera,Cannot decide,,POINT (-106.3285 34.7689)
2038,AD1_2011__Cameron 1  18,AD1_2011__Cameron 1 ,238.0,73.66666666666666,0.3095238095238095,2008-07-20,34.7842,-98.51345,Hymenoptera,Cannot decide,,POINT (-98.51345 34.7842)
2022,AD1_2011__Cameron 1  2,AD1_2011__Cameron 1 ,238.0,90.66666666666666,0.38095238095238093,2008-07-20,35.18917,-97.36465,Hymenoptera,Cannot decide,,POINT (-97.36465 35.18917)
2387,AD1_2011__Cameron 2  188,AD1_2011__Cameron 2 ,612.0,52.0,0.08496732026143791,2009-07-31,35.8783,-106.5014,Hymenoptera,Cannot decide,,POINT (-106.5014 35.8783)
2390,AD1_2011__Cameron 2  191,AD1_2011__Cameron 2 ,612.0,232.0,0.3790849673202614,2009-07-31,35.9578,-106.4813,Hymenoptera,Cannot decide,,POINT (-106.4813 35.9578)
2389,AD1_2011__Cameron 2  190,AD1_2011__Cameron 2 ,612.0,64.0,0.10457516339869281,2009-07-31,35.9747,-106.5228,Hymenoptera,Cannot decide,,POINT (-106.5228 35.9747)
2388,AD1_2011__Cameron 2  189,AD1_2011__Cameron 2 ,612.0,224.0,0.3660130718954248,2009-07-31,35.9749,-106.5408,Hymenoptera,Cannot decide,,POINT (-106.5408 35.9749)
2343,AD1_2011__Cameron 2  144,AD1_2011__Cameron 2 ,612.0,43.199999999999996,0.07058823529411765,2009-07-28,37.9049,-111.6686,Hymenoptera,Cannot decide,,POINT (-111.6686 37.9049)
2236,AD1_2011__Cameron 2  37,AD1_2011__Cameron 2 ,612.0,64.0,0.10457516339869281,2008-07-29,37.9648,-111.6546,Hymenoptera,Cannot decide,,POINT (-111.6546 37.9648)
2264,AD1_2011__Cameron 2  65,AD1_2011__Cameron 2 ,612.0,468.0,0.7647058823529411,2008-07-29,37.9794,-111.6059,Hymenoptera,Cannot decide,,POINT (-111.6059 37.9794)
2232,AD1_2011__Cameron 2  33,AD1_2011__Cameron 2 ,612.0,244.0,0.39869281045751637,2009-08-11,38.00169,-107.69428,Hymenoptera,Cannot decide,,POINT (-107.69428 38.00169)
2339,AD1_2011__Cameron 2  140,AD1_2011__Cameron 2 ,612.0,12.0,0.0196078431372549,2009-08-12,38.0395,-107.68045,Hymenoptera,Cannot decide,,POINT (-107.68045 38.0395)
2292,AD1_2011__Cameron 2  93,AD1_2011__Cameron 2 ,612.0,120.00000000000001,0.19607843137254904,2008-07-30,38.0657,-110.8185,Hymenoptera,Cannot decide,,POINT (-110.8185 38.0657)
